eps,k,capacity,n_distinct,used_mem,Lsys,Ld,Ls,Ly,disp,spec,synth
35.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
36.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
37.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
38.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
39.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
40.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
41.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
42.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
43.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
44.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
45.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
46.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
47.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
48.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
49.8,9,11.9,3,6.841796875,32.15174624842925,0.4016359113280714,2.9480343485691787,5.217801199978567,mistral-7b__Q3_K_M__c2048,smollm2-1_7b__Q3_K_M__c2048,qwen2.5-3b__Q3_K_M__c2048
